id,capability,category,first_seen,last_seen,domain,stated_status_in_source,backlog_row,prompt_ids
INV1-1600,Prompt A5c — value-gate the research-task producer. Two crons are PAUSED waiting on this.,ingestion,docs/claude-code/prompts/done/A5c-value-gate-research-task-producer-2026-08-27.md:1,docs/claude-code/prompts/done/A5c-value-gate-research-task-producer-2026-08-27.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=A5C)",,
INV1-1601,ACI-phase0 — three small hygiene fixes that unblock the owner-contact automation push,ownership,docs/claude-code/prompts/done/ACI-phase0.md:1,docs/claude-code/prompts/done/ACI-phase0.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,
INV1-1602,"ACI-phase1-2 — finish Tier 0, build the REIT/fund role taxonomy, and add the individual-owner control chain — side by side",ownership,docs/claude-code/prompts/done/ACI-phase1-2.md:1,docs/claude-code/prompts/done/ACI-phase1-2.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,
INV1-1603,ACI-phase2-unitC — REIT/fund role taxonomy: bench ranking (AC2) + Ollama function inference (AC3),docs & process,docs/claude-code/prompts/done/ACI-phase2-unitC.md:1,docs/claude-code/prompts/done/ACI-phase2-unitC.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,
INV1-1604,"ADDR1 — the CoStar Contacts tab's broker office address is being captured as the PROPERTY address, minting phantom properties",surfaces,docs/claude-code/prompts/done/ADDR1-broker-office-address-minted-as-property.md:1,docs/claude-code/prompts/done/ADDR1-broker-office-address-minted-as-property.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,
INV1-1605,"ADDR1a — disposition the two open address-bleed rows, and check whether a bare `Buyer` header is a still-open path",BD engine,docs/claude-code/prompts/done/ADDR1a-two-bleed-rows-and-the-bare-buyer-header.md:1,docs/claude-code/prompts/done/ADDR1a-two-bleed-rows-and-the-bare-buyer-header.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,
INV1-1606,ADDR1b-merge — gov's only property merge is a HARD DELETE; port dia's reversible one before any gov dedup,identity,docs/claude-code/prompts/done/ADDR1b-merge-port-reversible-property-merge-to-gov.md:1,docs/claude-code/prompts/done/ADDR1b-merge-port-reversible-property-merge-to-gov.md:1,all,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,
INV1-1607,"Prompt B1 — the $500k floor now gates FREE work. Split it by consumer, then re-open the 1,548.",docs & process,docs/claude-code/prompts/done/B1-split-the-chain-value-floor-2026-08-28.md:1,docs/claude-code/prompts/done/B1-split-the-chain-value-floor-2026-08-28.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B1)",,
INV1-1608,Prompt B1a — duplicate entities are now the binding constraint on chain DEPTH. Merge them.,identity,docs/claude-code/prompts/done/B1a-merge-the-chain-depth-blockers-2026-08-28.md:1,docs/claude-code/prompts/done/B1a-merge-the-chain-depth-blockers-2026-08-28.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B1A)",,
INV1-1609,B5 — gov has never consumed its own sales table. Give it the seller-exit feeder dia already has.,docs & process,docs/claude-code/prompts/done/B5-gov-seller-exit-ownership-feeder-2026-08-28.md:1,docs/claude-code/prompts/done/B5-gov-seller-exit-ownership-feeder-2026-08-28.md:1,all,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B5)",,
INV1-1610,"B6 — every signal that reports a change of OWNER or LESSEE, and whether anything consumes it",ownership,docs/claude-code/prompts/done/B6-ownership-change-signal-coverage-audit-2026-08-28.md:1,docs/claude-code/prompts/done/B6-ownership-change-signal-coverage-audit-2026-08-28.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6)",,
INV1-1611,B6a-follow-up — the freshness monitor went quiet at the moment it went blind,docs & process,docs/claude-code/prompts/done/B6a-follow-up-freshness-monitor-blind-and-silent-2026-08-28.md:1,docs/claude-code/prompts/done/B6a-follow-up-freshness-monitor-blind-and-silent-2026-08-28.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6A-FOLLOW-UP)",,
INV1-1612,"B6a — a SKIPPED step emits nothing, and the health view is built on emitted rows",docs & process,docs/claude-code/prompts/done/B6a-health-view-blind-to-skipped-steps-2026-08-28.md:1,docs/claude-code/prompts/done/B6a-health-view-blind-to-skipped-steps-2026-08-28.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6A)",,
INV1-1613,"B6b-lead — restart the ownership-change lead lane, MEASURED, never blind",ownership,docs/claude-code/prompts/done/B6b-lead-restart-ownership-lead-lane-2026-08-29.md:1,docs/claude-code/prompts/done/B6b-lead-restart-ownership-lead-lane-2026-08-29.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6B-LEAD)",,
INV1-1614,"B6b — restart the GSA landlord-change detector, and find out why the raw feed stopped too",ingestion,docs/claude-code/prompts/done/B6b-restart-gsa-landlord-change-detector-2026-08-28.md:1,docs/claude-code/prompts/done/B6b-restart-gsa-landlord-change-detector-2026-08-28.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6B)",,
INV1-1615,B6c-dup — the two sale stores disagree about which is canonical,identity,docs/claude-code/prompts/done/B6c-dup-two-sale-stores-disagree-2026-08-28.md:1,docs/claude-code/prompts/done/B6c-dup-two-sale-stores-disagree-2026-08-28.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6C-DUP)",,
INV1-1616,B6c — `property_sale_events`: decide whether it has a future BEFORE fixing its types,docs & process,docs/claude-code/prompts/done/B6c-property-sale-events-decide-before-fixing-2026-08-28.md:1,docs/claude-code/prompts/done/B6c-property-sale-events-decide-before-fixing-2026-08-28.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6C)",,
INV1-1617,"B6d-assessor-marker — give the assessor drain a trace, then read it",docs & process,docs/claude-code/prompts/done/B6d-assessor-marker-and-verdict.md:1,docs/claude-code/prompts/done/B6d-assessor-marker-and-verdict.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6D-ASSESSOR-)",,
INV1-1618,B6d-cms-escalation — dia has five producers and no health surface over any of them,docs & process,docs/claude-code/prompts/done/B6d-cms-escalation-dia-producer-health-2026-09-01.md:1,docs/claude-code/prompts/done/B6d-cms-escalation-dia-producer-health-2026-09-01.md:1,dia,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6D-CMS-)",,
INV1-1619,B6d-cms — a two-month CMS ingestion outage against a source that IS publishing,docs & process,docs/claude-code/prompts/done/B6d-cms-repair-the-cms-ingestion-outage-2026-08-29.md:1,docs/claude-code/prompts/done/B6d-cms-repair-the-cms-ingestion-outage-2026-08-29.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6D-CMS)",,
INV1-1620,"B6d-cms-step — the error channel has never worked, and a ""reason"" that says nothing",docs & process,docs/claude-code/prompts/done/B6d-cms-step-capture-the-error-2026-08-31.md:1,docs/claude-code/prompts/done/B6d-cms-step-capture-the-error-2026-08-31.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6D-CMS-STEP)",,
INV1-1621,"B6d — grade the feed EXPECTATIONS against measured cadence, before the alert surface becomes noise",ingestion,docs/claude-code/prompts/done/B6d-grade-the-feed-expectations-2026-08-29.md:1,docs/claude-code/prompts/done/B6d-grade-the-feed-expectations-2026-08-29.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6D)",,
INV1-1622,"B6d-pri — a service failing ~1,000 times a day and reporting success",docs & process,docs/claude-code/prompts/done/B6d-pri-public-record-ingest-three-defects-2026-08-31.md:1,docs/claude-code/prompts/done/B6d-pri-public-record-ingest-three-defects-2026-08-31.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6D-PRI)",,
INV1-1623,"B6e-ci-last5 — both decisions resolved on measurement. Land them, then unmask.",infra / CI / security,docs/claude-code/prompts/done/B6e-ci-last5-decisions-resolved.md:1,docs/claude-code/prompts/done/B6e-ci-last5-decisions-resolved.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6E-CI-LAST5)",,
INV1-1624,"B6e-ci-mask — Dialysis CI runs ZERO tests. Make the suite run, then unmask one line.",infra / CI / security,docs/claude-code/prompts/done/B6e-ci-mask-make-the-suite-run.md:1,docs/claude-code/prompts/done/B6e-ci-mask-make-the-suite-run.md:1,dia,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6E-CI-MASK)",,
INV1-1625,"B6e-ci-openpyxl — clear the 55, then the unmask becomes possible",infra / CI / security,docs/claude-code/prompts/done/B6e-ci-openpyxl-clear-the-red.md:1,docs/claude-code/prompts/done/B6e-ci-openpyxl-clear-the-red.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,
INV1-1626,"B6e-ci-red14 — adjudicate the last 14, then the unmask is possible",infra / CI / security,docs/claude-code/prompts/done/B6e-ci-red14-adjudicate-the-last-14.md:1,docs/claude-code/prompts/done/B6e-ci-red14-adjudicate-the-last-14.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,
INV1-1627,"B6e-fred — green in CI, dead for 25 days, and it feeds the Capital Markets book",comps / capital markets,docs/claude-code/prompts/done/B6e-fred-green-ci-dead-producer-2026-09-01.md:1,docs/claude-code/prompts/done/B6e-fred-green-ci-dead-producer-2026-09-01.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=B6E-FRED)",,
INV1-1628,"BACKLOG-ids — 26 backlog IDs are used more than once, and some are two different issues wearing one name",docs & process,docs/claude-code/prompts/done/BACKLOG-ids-collisions-and-restatements.md:1,docs/claude-code/prompts/done/BACKLOG-ids-collisions-and-restatements.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,
INV1-1629,"BROKER1 — assign every prospect to a Team Briggs broker, in LCC and (minimally) in Salesforce",BD engine,docs/claude-code/prompts/done/BROKER1-prospect-assignment.md:1,docs/claude-code/prompts/done/BROKER1-prospect-assignment.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,
INV1-1630,Prompt C1 — the Salesforce lanes have no consumer. Decide what one would even do.,docs & process,docs/claude-code/prompts/done/C1-salesforce-lane-consumer-or-retire-2026-08-27.md:1,docs/claude-code/prompts/done/C1-salesforce-lane-consumer-or-retire-2026-08-27.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=C1)",,
INV1-1631,C13b-owner-role-multilabel.md,ownership,docs/claude-code/prompts/done/C13b-owner-role-multilabel.md:1,docs/claude-code/prompts/done/C13b-owner-role-multilabel.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=C13B-OWNER-ROLE-)",,
INV1-1632,"C13c — `one_off_owner` rests on `entity_type`, which is wrong in both directions",docs & process,docs/claude-code/prompts/done/C13c-one-off-owner-confidence.md:1,docs/claude-code/prompts/done/C13c-one-off-owner-confidence.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=C13C)",,
INV1-1633,C13g-OWN-T0e close-out — placeholder routing + the sponsor-is-the-duplicate affordance,identity,docs/claude-code/prompts/done/C13g-OWN-T0e-close-out.md:1,docs/claude-code/prompts/done/C13g-OWN-T0e-close-out.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=C13G-)",,
INV1-1634,"C13g — the entity_type capture-path fix (the real defect, not the per-row patch)",docs & process,docs/claude-code/prompts/done/C13g-capture-path.md:1,docs/claude-code/prompts/done/C13g-capture-path.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=C13G)",,
INV1-1635,C13g-costar-stoplist — the CoStar residue the capture-path fix didn't touch,docs & process,docs/claude-code/prompts/done/C13g-costar-stoplist.md:1,docs/claude-code/prompts/done/C13g-costar-stoplist.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=C13G-COSTAR-)",,
INV1-1636,"C13g-min — a single-row `entity_type` retype behind a human verdict, so OWN-T0e-b's type guard can be answered instead of walked around",infra / CI / security,docs/claude-code/prompts/done/C13g-min-entity-retype-verdict.md:1,docs/claude-code/prompts/done/C13g-min-entity-retype-verdict.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=OWN-T0E-B)",,
INV1-1637,C13g-min-lane — the `entity_type_review` Decision Center lane over the retype write that already exists,BD engine,docs/claude-code/prompts/done/C13g-min-lane-entity-type-review.md:1,docs/claude-code/prompts/done/C13g-min-lane-entity-type-review.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=C13G-MIN-LANE-)",,
